date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_remainder,dayofweek_sin,dayofweek_cos,month_sin,month_cos,RR,NBJRR1,NBJRR5,NBJRR10
2009-08-09,998.234,284.326,242.04941666666664,3.057222222222222,1984.0,2380.0,5154.0,7119.233333333334,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-10,1069.358,298.248,241.02849999999998,3.277083333333333,0.0,3719.0,6012.0,8091.633333333333,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-11,950.954,307.45,241.84149305555556,2.94875,857.0,1467.0,6577.0,6948.233333333334,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-12,824.436,272.552,241.80827777777776,2.5543055555555556,912.0,689.0,4991.0,7148.6,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-13,1016.6966666666667,264.69733333333335,241.20528935185183,3.106851851851852,1215.0,4165.0,5120.0,6444.944444444444,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-14,748.676,241.328,241.1795763888889,2.2831944444444447,429.0,850.0,4647.0,6551.933333333333,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-15,1514.062,384.762,240.8963472222222,4.605833333333333,3437.0,1852.0,8922.0,11023.366666666667,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-16,1217.712,409.052,240.52084722222224,3.7944444444444443,1604.0,1094.0,5691.0,11906.2,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-17,785.908,251.462,241.22044444444444,2.4170833333333333,1.0,813.0,6261.0,6023.466666666666,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-18,1080.598,246.724,240.8264861111111,3.2581944444444444,2306.0,1440.0,6324.0,7939.966666666666,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-19,880.742,262.99399999999997,241.54156944444443,2.7259722222222225,896.0,812.0,6044.0,6927.033333333333,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-20,775.722,260.89,241.08561805555553,2.4233333333333333,0.0,883.0,6138.0,5907.7,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-21,1161.746,262.362,240.61175694444444,3.5033333333333334,3043.0,887.0,7527.0,7905.433333333333,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-22,1548.738,417.834,241.1232361111111,4.760694444444444,4544.0,3203.0,8549.0,9516.3,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-23,1066.708,371.828,241.55547222222222,3.330416666666667,949.0,819.0,6994.0,9016.466666666667,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-24,1252.254,285.104,241.06553472222222,3.7718055555555554,2279.0,737.0,8247.0,9607.9,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-25,943.61,276.826,241.50986111111112,2.889166666666666,1140.0,755.0,6291.0,7540.833333333333,0.7818314824680298,0.6234898018587336,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-26,1136.546,269.214,241.77745833333333,3.4327777777777775,2131.0,1516.0,7860.0,7435.433333333333,0.9749279121818236,-0.22252093395631434,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-27,749.466,251.206,241.638125,2.317638888888889,0.0,664.0,4283.0,7544.1,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-28,1118.842,246.89000000000001,240.8744375,3.3722222222222222,1778.0,1125.0,7485.0,8259.366666666667,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-29,1388.414,315.52,240.97532638888887,4.183472222222222,905.0,1483.0,11707.0,9045.233333333334,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-30,1668.342,294.084,241.08125694444445,4.980277777777778,2653.0,1363.0,10648.0,13141.7,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-08-31,1265.522,219.318,238.7429027777778,3.822361111111111,960.0,678.0,9974.0,9480.033333333333,0.0,1.0,-0.8660254037844384,-0.5000000000000004,0.75,2.0,1.0,0.0
2009-09-01,980.536,217.072,241.22110416666666,2.9940277777777777,0.0,697.0,6073.0,9572.266666666666,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-02,1222.814,207.858,241.81777083333336,3.6381944444444443,947.0,659.0,9921.0,8853.233333333334,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-03,1251.188,213.438,241.33006944444443,3.762083333333333,3319.0,3099.0,5011.0,9424.133333333333,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-04,1024.388,181.064,242.01287499999998,3.05625,0.0,636.0,8095.0,8342.133333333333,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-05,1513.866,270.068,240.86027777777778,4.530833333333333,2988.0,2248.0,10433.0,9562.1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-06,1228.63,220.532,241.86031944444443,3.665138888888889,995.0,588.0,9031.0,9863.166666666666,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-07,1221.458,201.492,241.71161805555553,3.6395833333333334,2196.0,577.0,8299.0,9285.633333333333,0.0,1.0,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-08,1086.254,200.204,241.35160416666668,3.2243055555555555,1002.0,577.0,8533.0,7992.233333333334,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-09,1521.344,223.572,241.30850694444445,4.49125,964.0,3832.0,10671.0,9888.733333333334,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-10,1112.354,202.392,241.2289513888889,3.3091666666666666,928.0,600.0,6508.0,10503.233333333334,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-11,1214.146,183.37800000000001,241.14999305555554,3.565555555555555,0.0,631.0,11693.0,7911.766666666666,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-12,2064.358,325.196,240.70704861111113,6.1425,9583.0,1202.0,12601.0,11019.966666666667,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-13,1571.172,271.31733333333335,240.2506064814815,4.687453703703704,4146.0,612.3333333333334,10178.666666666666,11249.2,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-14,1574.858,239.666,241.47695833333333,4.6575,2843.0,603.0,9091.0,13710.633333333333,0.0,1.0,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-15,1456.806,184.276,240.99238194444447,4.285,1769.0,560.0,8644.0,13307.1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-16,1743.162,197.746,240.23129166666666,5.1497222222222225,1035.0,3470.0,13384.0,11163.7,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-17,1223.426,167.282,241.3606527777778,3.610833333333334,0.0,563.0,9710.0,10117.433333333332,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-18,1374.032,169.212,241.09920138888887,4.038611111111111,1993.0,652.0,9151.0,11104.533333333333,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-19,2135.71,263.492,240.35401388888891,6.259444444444445,1607.0,4050.0,14845.0,15093.166666666666,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-20,2035.328,295.694,241.29544444444446,6.024027777777778,4532.0,2466.0,11935.0,14989.133333333333,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-21,1417.868,214.166,241.2526875,4.20125,921.0,604.0,10844.0,11262.133333333333,0.0,1.0,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-22,1246.536,207.256,241.18202777777776,3.6991666666666667,937.0,597.0,8502.0,10739.6,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-23,1636.61,235.964,240.74660416666666,4.824722222222222,2085.0,978.0,12884.0,11329.833333333334,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-24,1426.258,224.076,240.38723611111112,4.234999999999999,1051.0,621.0,10374.0,11724.966666666667,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-25,1161.016,207.89600000000002,241.42292361111112,3.4836111111111108,0.0,594.0,9694.0,9062.266666666666,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-26,1556.254,288.042,241.17850694444445,4.585277777777778,1943.0,571.0,14581.0,8842.566666666668,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-27,1410.472,230.484,241.22180555555556,4.200555555555556,1817.0,4571.0,8554.0,8565.866666666667,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-28,1299.456,193.198,241.72634027777778,3.795416666666666,0.0,603.0,10797.0,10257.6,0.0,1.0,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-29,1146.398,199.87800000000001,240.8973472222222,3.3938888888888887,1031.0,603.0,7322.0,10150.633333333333,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-09-30,1775.9155,212.6235,240.75527430555553,5.234479166666667,970.5,8080.5,9238.0,11309.591666666667,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,2.0100000000000002,5.0,2.0,0.0
2009-10-01,1287.252,185.416,241.52952083333335,3.7866666666666666,950.0,602.0,9433.0,10469.2,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-02,1152.668,183.156,240.75888194444443,3.386111111111111,0.0,570.0,10142.0,8499.133333333333,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-03,1716.74,255.39600000000002,240.63635416666665,5.050416666666667,3644.0,920.0,14480.0,9568.333333333334,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-04,1621.106,225.21,240.6988611111111,4.815138888888889,3189.0,3499.0,8980.0,11350.433333333332,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-05,1275.522,161.54,241.22052083333332,3.698611111111111,984.0,542.0,7983.0,11749.7,0.0,1.0,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-06,1428.448,179.276,241.18004861111112,4.170972222222222,1.0,543.0,8806.0,14457.466666666667,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-07,1821.834,207.422,241.2119583333333,5.339027777777778,734.0,4334.0,9908.0,15387.9,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-08,1577.166,186.614,241.06977777777777,4.583888888888889,2091.0,619.0,11568.0,12008.1,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-09,1351.862,188.418,240.81015277777777,3.953611111111111,0.0,559.0,10718.0,11254.033333333333,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-10,2012.756,255.622,239.76139583333332,5.927222222222222,4510.0,570.0,14811.0,13654.933333333332,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-11,1939.1513333333332,268.78866666666664,240.64817129629628,5.745462962962963,4111.333333333333,6454.333333333333,8654.333333333334,13099.188888888888,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-12,1351.604,157.714,240.22382638888888,3.968611111111111,997.0,515.0,9420.0,11594.733333333334,0.0,1.0,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-13,1449.1,165.392,240.24728472222225,4.249722222222222,983.0,530.0,9530.0,13108.666666666666,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-14,1711.224,175.09,239.7594652777778,5.004583333333334,2001.0,3131.0,10013.0,13375.4,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-15,1489.9759999999999,139.632,241.12213194444445,4.324305555555555,1629.0,463.0,9641.0,13099.933333333332,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-16,1516.86,145.38400000000001,240.24599999999998,4.415138888888889,0.0,482.0,11136.0,13663.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-17,2742.08,261.152,238.8905625,8.045555555555556,5490.0,4364.0,18326.0,17521.333333333332,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-18,1556.164,142.644,240.7508402777778,4.500555555555556,712.0,499.0,11144.0,13581.066666666668,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-19,1369.108,134.358,242.26024305555555,3.9530555555555553,1104.0,457.0,8227.0,13030.466666666667,0.0,1.0,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-20,1722.808,151.558,242.52750694444444,4.975,760.0,450.0,11005.0,16498.466666666667,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-21,1969.506,192.17,242.30701388888886,5.713333333333334,2031.0,5916.0,8569.0,16309.1,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-22,1399.71,155.85,242.4139583333333,4.042361111111111,0.0,492.0,11074.0,11762.5,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-23,1757.45,196.704,241.09628472222224,5.144861111111111,3180.0,495.0,11696.0,13919.833333333334,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-24,2614.408,218.464,239.8931875,7.658472222222223,6202.0,518.0,15941.0,20912.466666666667,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-25,2406.536,243.182,239.92554861111108,7.070277777777778,3010.0,6181.0,13691.0,17226.933333333334,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-26,1112.344,160.216,241.53043055555557,3.2391666666666663,475.0,468.0,5788.0,11808.066666666668,0.0,1.0,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-27,1116.756,173.798,241.2427638888889,3.27,579.0,449.0,8367.0,9217.6,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-28,1268.708,164.972,241.40815277777776,3.6894444444444447,1044.0,463.0,9318.0,10320.133333333333,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-29,1981.44,251.842,240.3468611111111,5.853333333333333,765.0,4125.0,5677.0,22457.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-30,1493.358,168.534,241.48033333333333,4.352083333333334,1779.0,2005.0,8828.0,12277.3,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-10-31,1875.942,171.058,240.51906250000002,5.452638888888889,1773.0,2514.0,14637.0,12341.7,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,5.0200000000000005,10.0,3.0,2.0
2009-11-01,1843.168,221.902,240.92416666666665,5.388333333333334,1970.0,470.0,12215.0,16064.466666666667,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-02,1504.2259999999999,170.082,241.28460416666667,4.4006944444444445,1881.0,471.0,7490.0,15228.433333333332,0.0,1.0,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-03,2266.688,241.762,241.14193055555555,6.631805555555555,2009.0,3951.0,9025.0,22793.133333333335,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-04,1801.8,172.428,242.07813194444446,5.230833333333333,1075.0,4008.0,12246.0,12701.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-05,1560.466,159.064,241.6652777777778,4.538611111111111,1105.0,532.0,9868.0,14502.766666666666,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-06,1390.45,169.354,242.56815972222225,4.030972222222222,0.0,442.0,11326.0,11406.166666666666,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-07,1557.176,197.68,241.87858333333332,4.510416666666667,2187.0,408.0,10014.0,13343.933333333332,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-08,2508.002,226.688,243.25039583333333,7.242777777777778,4941.0,2075.0,14871.0,19913.033333333333,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-09,1407.167,178.03,243.57372222222222,4.0981250000000005,1125.5,430.0,7637.25,14260.033333333333,0.0,1.0,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-10,1606.184,167.302,242.50097916666664,4.648194444444444,1118.0,432.0,11788.0,13431.733333333334,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-11,2040.48,223.068,242.37135416666666,5.974722222222223,2338.0,5105.0,11214.0,15351.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-12,1463.066,153.198,242.2066736111111,4.253333333333334,1486.0,429.0,9403.0,13066.433333333332,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
2009-11-13,1532.926,156.932,241.23570833333332,4.456388888888889,1856.0,407.0,9178.0,14107.766666666666,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,6.04,16.0,4.0,1.0
